household_ID,member_ID,age,relationship_to_the_head_of_household,gender,ethnicity,religion,marital_status,current_attendance_in_any_education_instituition,highest_level_of_education,main_activity_engaged_in,main_occupation,daily_wage_owner_or_not,employment_status_of_the_main_occupation,no_of_hours_stayed_at_home_during_last_week,member_went_out_for_work_or_not_during_last_week
ID1923,I2,55,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 2,Household activities,,,,168.0,
ID1924,I1,41,Head of the household,Male,Sinhala,Other Christian denominations,Currently married (registered),Does not attend,Passed Grade 12,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),Skilled agricultural and fishery worker,No,Private sector employee,0.0,"Yes, went daily during working days"
ID1924,I2,38,Wife/Husband,Female,Sinhala,Other Christian denominations,Currently married (registered),Does not attend,Passed Grade 12,Household activities,,,,158.0,
ID1924,I3,11,Son/daughter,Female,Sinhala,Other Christian denominations,Never married,School,Passed Grade 6,,,,,156.0,
ID1924,I4,6,Son/daughter,Male,Sinhala,Other Christian denominations,Never married,School,Passed Grade 1,,,,,156.0,
ID1924,I5,2,Son/daughter,Male,Sinhala,Other Christian denominations,Never married,,,,,,,158.0,
ID1924,I6,29,Other relative,Female,Sinhala,Other Christian denominations,Currently married (registered),Does not attend,Passed Grade 12,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),Skilled agricultural and fishery worker,No,Private sector employee,90.0,"Yes, went daily during working days"
ID1925,I1,37,Head of the household,Male,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Employer,98.0,"Yes, went daily during working days"
ID1925,I2,28,Wife/Husband,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed Grade 10,Household activities,,,,168.0,
ID1925,I3,61,Parents of the head of the Household/ spouse,Female,Sri Lankan Moor/Muslim,Islam,Widowed,Does not attend,Passed Grade 5,Household activities,,,,168.0,
ID1925,I4,6,Son/daughter,Female,Sri Lankan Moor/Muslim,Islam,Never married,School,Passed Grade 1,,,,,168.0,
ID1926,I1,56,Head of the household,Male,Sinhala,Other Christian denominations,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,105.0,"Yes, went daily during working days"
ID1926,I2,51,Wife/Husband,Female,Sinhala,Other Christian denominations,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,163.0,
ID1926,I3,25,Son/daughter,Male,Sinhala,Other Christian denominations,Never married,Does not attend,Passed Degree / Diploma,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,80.0,"Yes, went daily during working days"
ID1926,I4,21,Son/daughter,Male,Sinhala,Other Christian denominations,Never married,University,Passed Degree / Diploma,Student,,,,138.0,
ID1926,I5,77,Parents of the head of the Household/ spouse,Female,Sinhala,Other Christian denominations,Widowed,Does not attend,Passed Grade 10,Retired - Obtaining government/semi-government pension payment and currently not engaged in economic activity (not employed elsewhere or not engaged in any own business),,,,163.0,
ID1927,I1,52,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,168.0,"No, worked from home"
ID1927,I2,48,Wife/Husband,Female,Sri Lankan Tamil,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,150.0,
ID1927,I3,77,Parents of the head of the Household/ spouse,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed Grade 8,Too old / Disable/ unable to work,,,,168.0,
ID1927,I4,73,Parents of the head of the Household/ spouse,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed Grade 8,Too old / Disable/ unable to work,,,,168.0,
ID1927,I5,25,Son/daughter,Female,Sinhala,Roman Catholicism,Never married,University,Passed G.C.E.(A/L) or equivalent,Student,,,,168.0,
ID1927,I6,19,Son/daughter,Male,Sinhala,Islam,Never married,School,Passed G.C.E.(O/L),Student,,,,126.0,
ID1928,I1,87,Head of the household,Female,Sinhala,Buddhism,Currently married (customary),Does not attend,Passed Grade 8,Retired - Obtaining government/semi-government pension payment and currently not engaged in economic activity (not employed elsewhere or not engaged in any own business),,,,168.0,
ID1928,I2,60,Son/daughter,Female,Sinhala,Buddhism,Never married,Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,No,Private sector employee,91.0,"Yes, went daily during working days"
ID1928,I3,54,Son/daughter,Male,Sinhala,Buddhism,Never married,Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Craft and related worker,Yes,Own account worker,91.0,"Yes, went daily during working days"
ID1929,I1,61,Head of the household,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),No occupation,No,Own account worker,160.0,"No, worked from home"
ID1929,I2,67,Wife/Husband,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Retired from the private/semi-government sector and does not obtain any pension payment,,,,160.0,
ID1929,I3,89,Parents of the head of the Household/ spouse,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed Grade 8,Too old / Disable/ unable to work,,,,168.0,
ID1929,I4,62,Other relative,Female,Sinhala,Roman Catholicism,Widowed,Does not attend,Passed G.C.E.(A/L) or equivalent,Household activities,,,,160.0,
ID1930,I1,45,Head of the household,Female,Sri Lankan Moor/Muslim,Islam,Currently married (registered),Does not attend,Passed Grade 6,Household activities,,,,164.0,
ID1930,I2,42,Wife/Husband,Male,Sri Lankan Tamil,No religion,Currently married (registered),Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Elementary occupation,Yes,Private sector employee,119.0,"Yes, went on most of the days"
ID1930,I3,19,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,Does not attend,Passed Grade 7,Seeking for and available to work,Elementary occupation,,Private sector employee,60.0,"Yes, went daily during working days"
ID1930,I4,17,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,Does not attend,Passed Grade 10,Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Private sector employee,77.0,"Yes, went daily during working days"
ID1930,I5,11,Son/daughter,Male,Sri Lankan Moor/Muslim,Islam,Never married,School,Special Education learning / learnt,,,,,0.0,
ID1931,I1,44,Head of the household,Male,Sinhala,Buddhism,Currently married (customary),Does not attend,PhD,Retired and obtaining government/semi-government pension payment and is currently engaged in economic activity (employed elsewhere other than the place where he/she is receiving the pension from / engaged in own business),"Legislator, senior official, and manager",No,Private sector employee,160.0,"No, worked from home"
ID1931,I2,54,Domestic servant/driver/watcher,Female,Sri Lankan Tamil,Hinduism,Divorced,Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID1932,I1,31,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 8,Engaged in economic activity/ currently employed/ engaged in own business,Professional,Yes,Own account worker,0.0,"No, worked from home"
ID1932,I2,6,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 1,,,,,22.0,
ID1932,I3,49,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed Grade 7,Household activities,,,,98.0,
ID1933,I1,34,Head of the household,Female,Sinhala,Roman Catholicism,Never married,Does not attend,Passed Grade 12,Engaged in economic activity/ currently employed/ engaged in own business,Professional,No,Private sector employee,168.0,"No, worked from home"
ID1933,I2,58,Parents of the head of the Household/ spouse,Female,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID1933,I3,68,Parents of the head of the Household/ spouse,Male,Sinhala,Roman Catholicism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID1934,I1,68,Head of the household,Male,Sinhala,Buddhism,Currently married (customary),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Own account worker,94.0,"Yes, went daily during working days"
ID1934,I2,64,Wife/Husband,Female,Sri Lankan Tamil,Hinduism,Currently married (customary),Does not attend,Passed Grade 8,Household activities,,,,168.0,
ID1935,I1,52,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Plant and machine operator and assembler,Yes,Employer,160.0,"No, worked from home"
ID1935,I2,44,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,160.0,
ID1936,I1,42,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,Yes,Private sector employee,0.0,"Yes, went daily during working days"
ID1936,I2,36,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Household activities,,,,168.0,
ID1936,I3,18,Parents of the head of the Household/ spouse,Male,Sinhala,Buddhism,Never married,School,Passed Grade 12,Student,,,,84.0,
ID1936,I4,14,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Never married,School,Passed Grade 9,Student,,,,162.0,
ID1936,I5,5,Parents of the head of the Household/ spouse,Male,Sinhala,Buddhism,Never married,Preschool,No Schooling,,,,,165.0,
ID1937,I1,38,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,Yes,Private sector employee,120.0,"No, worked from home"
ID1937,I2,38,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed GAQ (General Arts Qualifying (External) Examination)/GSQ (General Science Qualifying examination),Engaged in economic activity/ currently employed/ engaged in own business,Plant and machine operator and assembler,Yes,Employer,150.0,"No, worked from home"
ID1937,I3,14,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 8,Student,,,,140.0,
ID1937,I4,8,Son/daughter,Male,Sinhala,Buddhism,Never married,School,Passed Grade 3,,,,,140.0,
ID1937,I5,60,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Separated (not legally),Does not attend,Passed Grade 8,Student,,,,110.0,
ID1937,I6,66,Other relative,Male,Sinhala,Buddhism,Never married,Does not attend,Passed Grade 2,Household activities,,,,160.0,
ID1938,I1,35,Head of the household,Male,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Technician and associate professional,Yes,Government employee,40.0,"No, worked from home"
ID1938,I2,31,Wife/Husband,Female,Sinhala,Buddhism,Currently married (registered),Does not attend,Passed G.C.E.(A/L) or equivalent,Engaged in economic activity/ currently employed/ engaged in own business,Plant and machine operator and assembler,Yes,Employer,160.0,"Yes, went daily during working days"
ID1938,I3,7,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 1,,,,,160.0,
ID1938,I4,1,Son/daughter,Male,Sinhala,Buddhism,Never married,,,,,,,160.0,
ID1938,I5,77,Parents of the head of the Household/ spouse,Male,Sinhala,Buddhism,Widowed,Still a toddler,Passed G.C.E.(O/L),Household activities,,,,150.0,
ID1939,I1,46,Head of the household,Female,Sinhala,Other Christian denominations,Currently married (registered),Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Service worker and shop and market sales worker,Yes,Private sector employee,99.0,"No, worked from home"
ID1939,I2,24,Son/daughter,Male,Sinhala,Buddhism,Never married,Does not attend,Passed G.C.E.(O/L),Engaged in economic activity/ currently employed/ engaged in own business,Craft and related worker,Yes,Private sector employee,24.0,"No, worked from home"
ID1939,I3,19,Son/daughter,Female,Sinhala,Buddhism,Never married,School,Passed Grade 10,Student,,,,125.0,
ID1939,I4,75,Parents of the head of the Household/ spouse,Female,Sinhala,Buddhism,Widowed,Does not attend,Passed Grade 8,Too old / Disable/ unable to work,,,,90.0,
