household_ID,no_of_electricity_meters,electricity_provider_csc_area,own_the_house_or_living_on_rent,occupy_renters_boarders,awareness_of_electricity_consumption_of_renters,built_year_of_the_house,type_of_house,floor_which_house_located,no_of_storeys,floor_area,no_of_household_members,charging_method_of_renters_for_electricity,charged_method_for_rent_for_electricity,is_there_business_carried_out_in_the_household,type_of_business,whom_or_how_the_house_was_designed,availability_of_certificate_of_compliance,main_material_used_for_walls_of_the_house,main_material_used_for_roof_of_the_house,any_constructions_or_renovations_in_the_household,highest_level_of_education_of_the_chief_wage_earner,occupation_of_the_chief_wage_earner,socio_economic_class,total_monthly_expenditure_of_last_month,type_of_electricity_meter
ID2063,1,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1600.0,4,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",Yes,Stones/Cube stones,Asbestos,No,Diploma with O/L or A/L (Non graduate),Self employed (Professional) - No employees,SEC B,85000.0,Smart meter
ID2064,1,MORATUWA SOUTH,"No, I am living on rent and the rent is paid by me or a household member.",,,1980-1989,Single House - Single Floor,,,2100.0,4,,You pay the full amount of the electricity bill.,No,,I am not aware of that.,Don't know,Brick,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,85000.0,Smart meter
ID2065,1,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,265.0,4,,,No,,I am not aware of that.,Don't know,Brick,Asbestos,Yes,Diploma with O/L or A/L (Non graduate),Junior executive / Executive,SEC B,49500.0,Non smart meter
ID2066,1,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,360.0,4,,,No,,I am not aware of that.,No,Wood / Takaran / Asbestos,Takaran,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,80000.0,Smart meter
ID2067,1,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,780.0,4,,,No,,I am not aware of that.,No,Cement Block,Asbestos,No,Schooling up to Grade 6 - 9,Self employed (Professional) - No employees,SEC D,85000.0,Smart meter
ID2068,1,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,950.0,10,,,No,,I am not aware of that.,No,Stones/Cube stones,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,125000.0,Smart meter
ID2069,2,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,1650.0,3,,,No,,I am not aware of that.,No,Brick,Tile,No,Diploma with O/L or A/L (Non graduate),Junior executive / Executive,SEC B,75000.0,Smart meter
ID2070,1,PAYAGALA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,700.0,4,,,No,,The house is designed by a certified architect.,No,Cement Block,Tile,No,Schooling up to Grade 6 - 9,Unskilled Worker,SEC E,70000.0,Non smart meter
ID2071,1,KESELWATTA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,500.0,5,,You pay the full amount of the electricity bill.,No,,I am not aware of that.,Don't know,Cement Block,Asbestos,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,40000.0,Smart meter
ID2072,1,GALLE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,In 2020 or After 2020,Single House - Double Floor,,,2000.0,4,,,No,,The house is designed by a certified architect.,Yes,Brick,Asbestos,No,Graduate / Post-Grads / Degree level professional qualification,Skilled Worker,SEC B,50000.0,Smart meter
ID2073,2,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,600.0,3,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",Don't know,Brick,Asbestos,No,Schooling up to Grade 6 - 9,Unskilled Worker,SEC E,40000.0,Smart meter
ID2074,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,850.0,3,,,No,,The house is designed by a certified architect.,Yes,Cement Block,Concrete,No,O/L or A/L pending / Passed,Clerk / Salesman grades,SEC C,60000.0,Smart meter
ID2075,1,MORATUWA SOUTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,2500.0,3,,,No,,The house is designed by a certified architect.,Yes,Brick,Concrete,No,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Junior executive / Executive,SEC A,50000.0,Smart meter
ID2076,1,JA-ELA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,800.0,4,,,No,,The house is designed by a certified architect.,Yes,Brick,Tile,No,Graduate / Post-Grads / Degree level professional qualification,Manager / Professional,SEC A,75000.0,Non smart meter
ID2077,1,NUGEGODA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Double Floor,,,2700.0,3,,,No,,The house is designed by a certified architect.,Yes,Brick,Asbestos,No,Graduate / Post-Grads / Degree level professional qualification,Middle and Senior executive,SEC A,100000.0,Smart meter
ID2078,1,DALUGAMA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,900.0,3,,You pay the full amount of the electricity bill.,No,,I am not aware of that.,Don't know,I am not aware of that,Asbestos,No,Graduate / Post-Grads / Degree level professional qualification,Junior executive / Executive,SEC A,100000.0,Non smart meter
ID2079,1,DALUGAMA,"No, I am living on rent and the rent is paid by me or a household member.",,,Before 1980,Single House - Single Floor,,,1500.0,5,,You pay the full amount of the electricity bill.,No,,I am not aware of that.,Don't know,I am not aware of that,Tile,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,,Non smart meter
ID2080,1,SEEDUWA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,2200.0,6,,,No,,The house is designed by a certified architect.,Yes,Brick,Tile,No,Graduate / Post-Grads / Degree level professional qualification,Junior executive / Executive,SEC A,100000.0,Smart meter
ID2081,1,NEGOMBO,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Single Floor,,,1700.0,6,,,No,,The house plan was not done by an architect but checked by a certified architect or engineer.,Yes,Brick,Concrete,No,Schooling up to Grade 6 - 9,Unskilled Worker,SEC E,75000.0,Smart meter
ID2082,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,600.0,5,,,No,,I am not aware of that.,No,Cabook,Asbestos,No,O/L or A/L pending / Passed,Small Businessman / Self employed (Non professional),SEC C,90000.0,Non smart meter
ID2083,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,1100.0,6,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",Don't know,Brick,Asbestos,No,O/L or A/L pending / Passed,Clerk / Salesman grades,SEC C,75000.0,Smart meter
ID2084,1,KOLONNAWA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Single Floor,,,1497.37,5,,You pay the full amount of the electricity bill.,No,,I am not aware of that.,Don't know,Cement Block,Asbestos,No,O/L or A/L pending / Passed,Small Businessman / Self employed (Non professional),SEC C,50000.0,Non smart meter
ID2085,1,PAYAGALA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,800.0,6,,,No,,I am not aware of that.,Don't know,Cabook,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,20000.0,Non smart meter
ID2086,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,100.0,5,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",No,Wood / Takaran / Asbestos,Asbestos,No,O/L or A/L pending / Passed,Unskilled Worker,SEC D,40000.0,Smart meter
ID2087,1,KOLONNAWA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,2000.0,2,,,No,,The house is designed by a certified architect.,Yes,Cement Block,Asbestos,No,Schooling up to Grade 6 - 9,Clerk / Salesman grades,SEC D,80000.0,Non smart meter
ID2088,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Double Floor,,,3000.0,4,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",No,Cement Block,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,60000.0,Non smart meter
ID2089,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,In 2020 or After 2020,Single House - Double Floor,,,1200.0,3,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",No,Cement Block,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,50000.0,Smart meter
ID2090,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,2400.0,7,,,No,,This is a house provided by the government.,Yes,Brick,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,100000.0,Smart meter
ID2091,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,250.0,7,,,No,,This is a house provided by the government.,Yes,Cement Block,Asbestos,No,Primary Education,Skilled Worker,SEC E,40000.0,Non smart meter
ID2092,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,2400.0,4,,,No,,The house is designed by a certified architect.,Yes,Cement Block,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,75000.0,Smart meter
ID2093,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,2000.0,4,,,No,,I am not aware of that.,Don't know,Cement Block,Asbestos,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,40000.0,Smart meter
ID2094,1,KESELWATTA,"No, I am living on rent and the rent is paid by me or a household member.",,,Don't know,Single House - Double Floor,,,150.0,5,,You pay the full amount of the electricity bill.,No,,I am not aware of that.,Don't know,Cement Block,Asbestos,No,Schooling up to Grade 6 - 9,Skilled Worker,SEC D,45000.0,Smart meter
ID2095,1,NEGOMBO,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2010-2019,Single House - Single Floor,,,2100.0,4,,,No,,I am not aware of that.,Don't know,I am not aware of that,Asbestos,No,Schooling up to Grade 6 - 9,Self employed (Professional) - No employees,SEC D,150000.0,Non smart meter
ID2096,1,DALUGAMA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,700.0,4,,,No,,"The house plan is not done by an architect, nor checked by a certified architect or engineer. The house was not designed keeping in mind the legal requirements of the local authorities. The house was designed only to suit our needs.",Yes,Brick,Asbestos,No,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Clerk / Salesman grades,SEC B,50000.0,Non smart meter
ID2097,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,600.0,7,,,Yes,Other,I am not aware of that.,No,Cement Block,Asbestos,No,Primary Education,Skilled Worker,SEC E,50000.0,Smart meter
ID2098,1,KALUTARA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,600.0,2,,,No,,The house is designed by a certified architect.,Yes,Brick,Asbestos,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,40000.0,Non smart meter
ID2099,1,PAYAGALA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,550.0,5,,,No,,The house plan was not done by an architect but checked by a certified architect or engineer.,No,Cement Block,Asbestos,No,Schooling up to Grade 6 - 9,Unskilled Worker,SEC E,20000.0,Non smart meter
ID2100,1,KOLONNAWA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,952.87,4,,,No,,I am not aware of that.,Don't know,Brick,Asbestos,No,Schooling up to Grade 6 - 9,Small Businessman / Self employed (Non professional),SEC D,50000.0,Non smart meter
ID2101,2,GALLE,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,3000.0,9,,,No,,The house is designed by a certified architect.,Yes,Pressed soil blocks,Tile,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,100000.0,Smart meter
ID2102,1,JA-ELA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1980-1989,Single House - Single Floor,,,400.0,3,,,No,,I am not aware of that.,Yes,Brick,Tile,No,O/L or A/L pending / Passed,Skilled Worker,SEC C,30000.0,Non smart meter
ID2103,1,KESELWATTA,"Yes, I or a household member owns it.",I don't occupy any of the above.,,Before 1980,Single House - Single Floor,,,980.0,6,,,No,,I am not aware of that.,Don't know,Brick,Tile,No,Primary Education,Unskilled Worker,SEC E,35000.0,Smart meter
ID2104,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,2000-2009,Single House - Single Floor,,,1100.0,3,,,No,,The house is designed by a certified architect.,No,Cement Block,Asbestos,No,O/L or A/L pending / Passed,Self employed (Professional) - No employees,SEC B,30000.0,Smart meter
ID2105,1,MORATUWA NORTH,"Yes, I or a household member owns it.",I don't occupy any of the above.,,1990-1999,Single House - Single Floor,,,450.0,3,,,No,,The house is designed by a certified architect.,Yes,Brick,Concrete,Yes,Other professional certificates with O/L or A/L / Part qualification (Non graduate),Skilled Worker,SEC B,35000.0,Smart meter
